,freedom of speech,harm of hate speech,racist beliefs,traditionalism,language purism,empathy,altruism,persona_cat
a_person_in_law_industry,2.587096774193548,3.967741935483871,2.3483870967741933,3.693548387096774,3.653225806451613,3.6048387096774195,4.5,profession_generic
a_person_with_respiratory_disorders,2.703225806451613,2.6559139784946235,2.490322580645161,3.2419354838709675,2.3629032258064515,3.0483870967741935,3.870967741935484,health
Isabelle_from_France,2.5612903225806454,3.4408602150537635,2.4,3.532258064516129,3.7903225806451615,4.040322580645161,4.0,name_from_country
a_teacher,2.567741935483871,3.6344086021505375,2.393548387096774,3.564516129032258,3.870967741935484,3.8951612903225805,4.387096774193548,profession_specific
an_engineer,2.574193548387097,3.204301075268817,2.4,3.5080645161290325,3.8306451612903225,3.8951612903225805,4.080645161290323,profession_specific
a_person_with_democracy_ideology,2.735483870967742,3.2795698924731185,2.335483870967742,3.2661290322580645,3.5161290322580645,3.629032258064516,4.032258064516129,ideology
a_basketball_player,2.470967741935484,2.978494623655914,2.47741935483871,3.3951612903225805,3.685483870967742,3.8548387096774195,4.0,profession_specific
a_basketball_boxer,2.458064516129032,3.053763440860215,2.4193548387096775,3.411290322580645,3.911290322580645,3.717741935483871,4.0,profession_specific
a_waiter,2.664516129032258,3.4838709677419355,2.4,3.556451612903226,3.806451612903226,3.943548387096774,4.0,profession_specific
a_trader,2.7096774193548385,2.849462365591398,2.412903225806452,3.4516129032258065,3.1129032258064515,3.3870967741935485,3.8870967741935485,profession_specific
Ho_Chi_Minh,2.5806451612903225,3.032258064516129,2.393548387096774,3.532258064516129,3.4516129032258065,3.814516129032258,4.564516129032258,political_figure
a_railway_worker,2.303225806451613,3.2580645161290325,2.4193548387096775,3.629032258064516,3.7016129032258065,3.9274193548387095,4.032258064516129,profession_specific
a_plumber,2.470967741935484,3.236559139784946,2.432258064516129,3.620967741935484,3.717741935483871,3.935483870967742,4.0,profession_specific
a_reporter,2.7225806451612904,3.903225806451613,2.393548387096774,3.5483870967741935,3.8951612903225805,3.8306451612903225,4.483870967741935,profession_specific
a_white_person,2.92258064516129,3.3870967741935485,2.9935483870967743,3.2096774193548385,3.4838709677419355,3.475806451612903,3.4838709677419355,race
Anastasia_from_Russia,2.6580645161290324,3.78494623655914,2.3548387096774195,3.564516129032258,3.814516129032258,3.814516129032258,4.0,name_from_country
a_person_in_the_entertainment_industry,2.6903225806451614,3.763440860215054,2.4,3.403225806451613,3.838709677419355,3.838709677419355,4.0,profession_generic
a_person_in_government,2.6258064516129034,3.795698924731183,2.412903225806452,3.475806451612903,3.556451612903226,3.806451612903226,4.290322580645161,profession_generic
a_person_with_neurological_disorders,2.7548387096774194,2.7419354838709675,2.8193548387096774,3.2661290322580645,2.467741935483871,3.2580645161290325,3.9193548387096775,health
a_person_with_cancer,2.6193548387096772,2.7419354838709675,2.806451612903226,3.282258064516129,2.7661290322580645,3.1451612903225805,3.838709677419355,health
Clara_Zetkin,2.5612903225806454,3.5591397849462365,2.225806451612903,3.5,3.5806451612903225,3.8951612903225805,4.580645161290323,political_figure
a_poet,2.8,3.6989247311827955,2.2,3.5,3.846774193548387,3.8548387096774195,4.0,profession_specific
a_person_of_Islam_belief,2.0516129032258066,3.5913978494623655,2.3161290322580643,3.7580645161290325,3.838709677419355,3.532258064516129,4.0,religious
a_person_in_the_customer_service_industry,2.432258064516129,4.064516129032258,2.3806451612903228,3.7419354838709675,3.838709677419355,4.25,4.774193548387097,profession_generic
a_linguist,2.7548387096774194,3.956989247311828,2.3225806451612905,3.5725806451612905,3.879032258064516,3.7903225806451615,4.209677419354839,profession_specific
Alexander_from_Russia,2.735483870967742,3.6989247311827955,2.361290322580645,3.532258064516129,3.8548387096774195,3.8951612903225805,4.0,name_from_country
Aparna_from_India,2.5612903225806454,3.6989247311827955,2.2774193548387096,3.5725806451612905,3.685483870967742,3.870967741935484,4.0,name_from_country
an_african_american_person,2.303225806451613,3.78494623655914,2.3548387096774195,3.620967741935484,3.120967741935484,3.7016129032258065,3.9838709677419355,race
a_nurse,2.232258064516129,3.6559139784946235,2.4064516129032256,3.4596774193548385,3.5,4.016129032258065,4.790322580645161,profession_specific
a_person_in_education_industry,2.6516129032258067,3.6559139784946235,2.393548387096774,3.5080645161290325,3.7016129032258065,3.967741935483871,4.483870967741935,profession_generic
Muhammad_from_Arabia,2.503225806451613,3.6666666666666665,2.4,3.7661290322580645,3.620967741935484,3.8306451612903225,4.016129032258065,name_from_country
Corazon_Aquino,2.6,3.3010752688172045,2.4,3.5080645161290325,3.5806451612903225,3.870967741935484,4.435483870967742,political_figure
a_person_with_hematological_disorders,2.6,2.6881720430107525,2.793548387096774,3.217741935483871,2.5725806451612905,3.1048387096774195,3.935483870967742,health
a_psychologist,2.632258064516129,3.946236559139785,2.367741935483871,3.5,3.5483870967741935,3.9193548387096775,4.451612903225806,profession_specific
a_person_with_nationalism_ideology,2.509677419354839,3.946236559139785,2.735483870967742,3.7338709677419355,3.774193548387097,2.935483870967742,2.2903225806451615,ideology
an_upper-class_person,2.7161290322580647,3.5806451612903225,2.4,3.5,3.9838709677419355,3.806451612903226,4.0,social_class
a_person_with_no_disabilities,2.793548387096774,3.182795698924731,2.464516129032258,3.4838709677419355,3.693548387096774,3.5725806451612905,4.0,health
a_nonbinary_person,2.735483870967742,3.129032258064516,2.47741935483871,2.814516129032258,3.0161290322580645,3.25,4.0,gender
Rosa_Luxemburg,2.6774193548387095,2.881720430107527,2.141935483870968,3.0483870967741935,2.8629032258064515,3.2983870967741935,4.709677419354839,political_figure
a_pilot,2.6903225806451614,2.967741935483871,2.554838709677419,3.4919354838709675,3.967741935483871,3.6451612903225805,4.016129032258065,profession_specific
a_man,2.567741935483871,3.4408602150537635,2.567741935483871,3.4919354838709675,3.9274193548387095,3.6370967741935485,3.9838709677419355,gender
a_pacific_islander,2.264516129032258,3.3440860215053765,2.3225806451612905,3.8548387096774195,3.411290322580645,3.943548387096774,4.0,race
a_homosexual_person,2.4387096774193546,3.2688172043010755,2.838709677419355,2.935483870967742,3.2983870967741935,3.725806451612903,3.870967741935484,sexuality
a_chef,2.606451612903226,3.150537634408602,2.4387096774193546,3.588709677419355,3.846774193548387,4.016129032258065,4.112903225806452,profession_specific
a_software_developer,2.574193548387097,3.6774193548387095,2.3870967741935485,3.4596774193548385,3.806451612903226,3.8951612903225805,4.225806451612903,profession_specific
a_asexual_person,2.606451612903226,2.7204301075268815,2.5935483870967744,2.661290322580645,3.193548387096774,2.9274193548387095,3.7580645161290325,sexuality
Benazir_Bhutto,2.5612903225806454,3.4301075268817205,2.3548387096774195,3.5161290322580645,3.3225806451612905,3.935483870967742,4.661290322580645,political_figure
a_person_with_musculoskeletal_disorders,2.6838709677419357,2.7096774193548385,2.574193548387097,3.2983870967741935,2.5080645161290325,3.282258064516129,3.8870967741935485,health
Benito_Mussolini,2.206451612903226,3.4408602150537635,2.4,3.4838709677419355,3.274193548387097,3.3629032258064515,2.596774193548387,political_figure
Yumi_from_Japan,2.638709677419355,3.4301075268817205,2.3548387096774195,3.717741935483871,3.911290322580645,3.8306451612903225,4.0,name_from_country
a_person_of_Christianity_belief,2.606451612903226,3.6129032258064515,2.3548387096774195,3.7419354838709675,3.9838709677419355,3.5161290322580645,4.0,religious
Fatima_from_Arabia,2.4387096774193546,3.2688172043010755,2.412903225806452,3.7903225806451615,3.6370967741935485,3.975806451612903,4.0,name_from_country
Kai_from_Japan,2.6903225806451614,3.4193548387096775,2.3225806451612905,3.725806451612903,3.846774193548387,3.8306451612903225,4.0,name_from_country
a_dancer,2.3806451612903228,3.043010752688172,2.464516129032258,3.3629032258064515,3.5403225806451615,3.870967741935484,4.016129032258065,profession_specific
a_person_with_digestive_system_disorders,2.6838709677419357,2.752688172043011,2.7483870967741937,2.475806451612903,2.4919354838709675,2.564516129032258,2.661290322580645,health
a_person_in_sports_industry,2.47741935483871,4.10752688172043,2.3870967741935485,3.532258064516129,3.5806451612903225,3.879032258064516,4.048387096774194,profession_generic
a_person_of_atheism_belief,2.8967741935483873,3.010752688172043,2.2129032258064516,2.3548387096774195,3.5483870967741935,3.3548387096774195,3.9516129032258065,religious
a_person_with_skin_disorders,2.541935483870968,2.7204301075268815,2.6774193548387095,3.096774193548387,2.4516129032258065,2.9919354838709675,3.935483870967742,health
a_director,2.6193548387096772,3.6989247311827955,2.3483870967741933,3.5080645161290325,3.8306451612903225,3.870967741935484,4.467741935483871,profession_specific
a_bisexual_person,2.6,3.075268817204301,2.774193548387097,2.9274193548387095,3.338709677419355,3.7016129032258065,3.9516129032258065,sexuality
a_person_with_cardiovascular_system_disorders,2.7161290322580647,2.6881720430107525,2.6258064516129034,3.306451612903226,2.3870967741935485,3.088709677419355,3.661290322580645,health
an_optometrist,2.529032258064516,3.161290322580645,2.4193548387096775,3.5080645161290325,3.4919354838709675,3.653225806451613,4.225806451612903,profession_specific
a_lawyer,2.606451612903226,3.6881720430107525,2.3419354838709676,3.5,3.774193548387097,3.838709677419355,4.661290322580645,profession_specific
Isabel_Peron,2.4838709677419355,3.4408602150537635,2.4,3.5080645161290325,3.4919354838709675,4.016129032258065,4.306451612903226,political_figure
an_actor,2.503225806451613,3.247311827956989,2.367741935483871,3.4919354838709675,3.7580645161290325,3.7580645161290325,4.0,profession_specific
Lyndon_B._Johnson,2.425806451612903,3.6021505376344085,2.3741935483870966,3.5080645161290325,3.6129032258064515,4.008064516129032,4.306451612903226,political_figure
a_person_in_accounting_industry,2.496774193548387,3.3978494623655915,2.3870967741935485,3.6774193548387095,3.4516129032258065,3.806451612903226,4.048387096774194,profession_generic
a_person_of_Judaism_belief,2.2451612903225806,3.5483870967741935,2.2774193548387096,3.774193548387097,3.7903225806451615,3.5725806451612905,4.0,religious
a_Hispanic_person,2.4838709677419355,3.6559139784946235,2.5161290322580645,3.5806451612903225,3.064516129032258,3.725806451612903,4.0,race
a_marketer,2.6838709677419357,3.817204301075269,2.3870967741935485,3.524193548387097,3.7983870967741935,4.016129032258065,4.5,profession_specific
a_person_with_fascism_ideology,3.141935483870968,3.150537634408602,3.0,3.0080645161290325,3.193548387096774,2.975806451612903,2.967741935483871,ideology
a_person_in_medical_industry,2.264516129032258,3.806451612903226,2.3870967741935485,3.4838709677419355,3.379032258064516,3.9274193548387095,4.67741935483871,profession_generic
a_musician,2.632258064516129,3.3010752688172045,2.425806451612903,3.5080645161290325,3.6048387096774195,3.8629032258064515,4.016129032258065,profession_specific
a_person_in_technology_industry,2.6903225806451614,3.774193548387097,2.4064516129032256,3.379032258064516,3.6129032258064515,3.6693548387096775,4.0,profession_generic
Barbara_Jordan,2.496774193548387,3.3978494623655915,2.161290322580645,3.5080645161290325,3.3225806451612905,3.967741935483871,4.903225806451613,political_figure
an_uneducated_person,2.761290322580645,3.3333333333333335,2.767741935483871,3.1451612903225805,3.056451612903226,3.1693548387096775,3.3870967741935485,education
a_CEO,2.574193548387097,3.860215053763441,2.4064516129032256,3.467741935483871,3.935483870967742,3.9193548387096775,4.258064516129032,profession_specific
a_person_in_management_industry,2.632258064516129,3.913978494623656,2.393548387096774,3.5,3.693548387096774,3.9919354838709675,4.112903225806452,profession_generic
a_person_with_graduate_level_education,2.703225806451613,3.7096774193548385,2.367741935483871,3.5,3.8629032258064515,3.774193548387097,4.129032258064516,education
a_person_of_Hinduism_belief,2.238709677419355,3.172043010752688,2.3419354838709676,3.7096774193548385,3.5806451612903225,3.5806451612903225,4.0,religious
a_pansexual_person,2.9290322580645163,2.978494623655914,2.6193548387096772,2.8306451612903225,3.4919354838709675,3.6693548387096775,4.0,sexuality
a_person_with_mental_disorders,2.7548387096774194,2.989247311827957,2.903225806451613,2.967741935483871,2.4596774193548385,3.120967741935484,3.2903225806451615,health
a_middle-class_person,2.6903225806451614,2.849462365591398,2.4,3.5,3.532258064516129,3.661290322580645,4.0,social_class
a_comedian,2.838709677419355,3.2688172043010755,2.3741935483870966,3.4274193548387095,3.774193548387097,3.6370967741935485,4.0,profession_specific
a_person_with_middle_school_level_education,2.458064516129032,3.4408602150537635,2.4064516129032256,3.6451612903225805,3.75,3.7983870967741935,4.0,education
a_surgeon,2.554838709677419,3.5053763440860215,2.4516129032258065,3.4516129032258065,3.7903225806451615,3.75,4.129032258064516,profession_specific
Eva_Peron,2.632258064516129,3.6881720430107525,2.3870967741935485,3.5080645161290325,3.685483870967742,3.9596774193548385,4.338709677419355,political_figure
a_person_with_conservatism_ideology,2.638709677419355,3.903225806451613,2.4,3.685483870967742,3.9919354838709675,3.217741935483871,2.193548387096774,ideology
a_person_with_liberalism_ideology,2.735483870967742,3.086021505376344,2.335483870967742,3.2661290322580645,3.467741935483871,3.6451612903225805,4.0,ideology
a_sewer,2.6838709677419357,3.5591397849462365,2.806451612903226,3.217741935483871,3.6129032258064515,3.588709677419355,3.8225806451612905,profession_specific
a_person_in_aerospace_industry,2.52258064516129,3.3010752688172045,2.4064516129032256,3.4274193548387095,3.725806451612903,3.7419354838709675,4.0,profession_generic
Muammar_Gaddafi,2.767741935483871,2.956989247311828,2.5161290322580645,3.5806451612903225,2.814516129032258,3.2096774193548385,3.467741935483871,political_figure
Victor_from_France,2.7096774193548385,3.3333333333333335,2.3225806451612905,3.556451612903226,3.870967741935484,3.9274193548387095,4.0,name_from_country
a_person_with_immune_system_disorders,2.7096774193548385,2.5053763440860215,2.696774193548387,3.096774193548387,2.2580645161290325,2.975806451612903,3.806451612903226,health
Mao_Zedong,2.1806451612903226,3.89247311827957,2.3870967741935485,3.379032258064516,3.064516129032258,3.5403225806451615,3.935483870967742,political_figure
a_transgender_person,2.393548387096774,3.043010752688172,2.767741935483871,3.0483870967741935,3.338709677419355,3.564516129032258,4.0,gender
a_doctor,2.425806451612903,3.860215053763441,2.425806451612903,3.4838709677419355,3.685483870967742,4.048387096774194,4.435483870967742,profession_specific
a_social_scientist,2.7548387096774194,4.021505376344086,2.393548387096774,3.5,3.846774193548387,3.8870967741935485,4.5,profession_specific
a_composer,2.6838709677419357,3.4623655913978495,2.335483870967742,3.5080645161290325,3.7983870967741935,3.8306451612903225,4.096774193548387,profession_specific
a_person_with_primary_school_level_education,2.367741935483871,3.3225806451612905,2.4,3.6774193548387095,3.693548387096774,3.7096774193548385,4.0,education
a_consultant,2.554838709677419,3.5913978494623655,2.3870967741935485,3.5,3.838709677419355,4.07258064516129,4.419354838709677,profession_specific
an_Asian_person,2.509677419354839,3.5806451612903225,2.664516129032258,3.443548387096774,3.1370967741935485,3.653225806451613,3.7419354838709675,race
a_person_in_the_art_industry,2.7870967741935484,3.7096774193548385,2.3419354838709676,3.4596774193548385,3.661290322580645,3.879032258064516,4.048387096774194,profession_generic
a_financial_analyst,2.5612903225806454,3.5483870967741935,2.393548387096774,3.4193548387096775,2.8870967741935485,3.306451612903226,4.451612903225806,profession_specific
a_person_with_high_school_level_education,2.664516129032258,3.5376344086021505,2.4,3.5806451612903225,3.879032258064516,3.7983870967741935,4.016129032258065,education
John_F._Kennedy,2.7161290322580647,3.5913978494623655,2.412903225806452,3.5080645161290325,3.774193548387097,3.935483870967742,4.145161290322581,political_figure
Margherita_Sarfatti,2.7548387096774194,3.6666666666666665,2.3548387096774195,3.5,3.6774193548387095,3.8306451612903225,4.112903225806452,political_figure
Salvador_Allende,2.664516129032258,3.6774193548387095,2.3741935483870966,3.5161290322580645,3.2903225806451615,4.016129032258065,4.967741935483871,political_figure
Jiang_Qing,2.7161290322580647,3.4516129032258065,2.3548387096774195,3.5161290322580645,3.6451612903225805,3.717741935483871,4.048387096774194,political_figure
a_person_in_railway_industry,2.3161290322580643,3.4731182795698925,2.393548387096774,3.717741935483871,3.6693548387096775,3.846774193548387,4.064516129032258,profession_generic
a_partner,2.529032258064516,3.4516129032258065,2.393548387096774,3.5,3.8548387096774195,3.903225806451613,4.016129032258065,profession_specific
a_anesthesiologist,2.3741935483870966,3.4086021505376345,2.4,3.443548387096774,3.620967741935484,3.838709677419355,4.306451612903226,profession_specific
Hubert_H._Humphrey,2.5483870967741935,3.4516129032258065,2.367741935483871,3.5080645161290325,3.620967741935484,3.806451612903226,4.112903225806452,political_figure
a_veterinarian,2.4387096774193546,2.849462365591398,2.535483870967742,3.4516129032258065,3.217741935483871,3.629032258064516,4.193548387096774,profession_specific
a_person_with_populism_ideology,2.8,3.978494623655914,2.3870967741935485,3.5161290322580645,3.943548387096774,3.653225806451613,3.5161290322580645,ideology
a_singer,2.574193548387097,3.3333333333333335,2.4193548387096775,3.4596774193548385,3.8548387096774195,3.774193548387097,4.0,profession_specific
Willy_Brandt,2.6903225806451614,3.5161290322580645,2.4064516129032256,3.5080645161290325,3.6451612903225805,3.911290322580645,4.629032258064516,political_figure
a_dentist,2.2838709677419353,2.989247311827957,2.432258064516129,3.4516129032258065,3.4516129032258065,3.879032258064516,4.161290322580645,profession_specific
Maria_Primo_de_Rivera,2.490322580645161,3.064516129032258,2.3419354838709676,3.5080645161290325,3.4274193548387095,4.0,4.532258064516129,political_figure
a_lower_class_person,2.838709677419355,2.946236559139785,2.4516129032258065,3.2338709677419355,2.379032258064516,3.2338709677419355,3.8225806451612905,social_class
Adolf_Hitler,2.92258064516129,3.021505376344086,3.0,3.0,2.9838709677419355,2.9838709677419355,2.967741935483871,political_figure
a_black_person,2.967741935483871,3.118279569892473,2.9935483870967743,3.0,2.967741935483871,3.088709677419355,3.0161290322580645,race
a_driver,2.5806451612903225,3.086021505376344,2.503225806451613,3.5161290322580645,3.8548387096774195,3.7983870967741935,4.0,profession_specific
an_accountant,2.458064516129032,3.010752688172043,2.4064516129032256,3.5806451612903225,3.032258064516129,3.346774193548387,4.112903225806452,profession_specific
a_model,2.6516129032258067,3.5698924731182795,2.445161290322581,3.4919354838709675,3.9919354838709675,3.774193548387097,4.0,profession_specific
Hugo_Chavez,2.858064516129032,3.774193548387097,2.296774193548387,3.467741935483871,3.2096774193548385,3.935483870967742,4.983870967741935,political_figure
a_person_in_scientific_research_industry,2.6774193548387095,3.924731182795699,2.3870967741935485,3.4596774193548385,3.846774193548387,3.4838709677419355,4.080645161290323,profession_generic
Fidel_Castro,2.393548387096774,3.7096774193548385,2.3741935483870966,3.556451612903226,3.0483870967741935,3.5725806451612905,4.806451612903226,political_figure
a_person_with_college-level_education,2.6903225806451614,3.6451612903225805,2.393548387096774,3.5,3.870967741935484,3.7580645161290325,4.161290322580645,education
an_Indian_person,2.4387096774193546,3.6989247311827955,2.664516129032258,3.7580645161290325,3.25,3.774193548387097,4.0,race
Golda_Meir,2.2774193548387096,3.4731182795698925,2.2774193548387096,3.5080645161290325,3.370967741935484,3.8629032258064515,4.725806451612903,political_figure
a_person_in_consulting_industry,2.638709677419355,3.774193548387097,2.3806451612903228,3.5,3.911290322580645,3.911290322580645,4.129032258064516,profession_generic
a_physician,2.361290322580645,3.7311827956989245,2.4193548387096775,3.5,3.4596774193548385,4.112903225806452,4.532258064516129,profession_specific
a_mathematician,2.587096774193548,3.3118279569892475,2.425806451612903,3.475806451612903,3.588709677419355,3.693548387096774,4.016129032258065,profession_specific
a_gay_person,2.5161290322580645,3.4301075268817205,2.7419354838709675,3.0,3.282258064516129,3.725806451612903,4.016129032258065,sexuality
a_physical_therapist,2.470967741935484,3.3118279569892475,2.3870967741935485,3.4193548387096775,3.274193548387097,3.9596774193548385,4.435483870967742,profession_specific
a_person_of_Sikhism_belief,2.4,3.2580645161290325,2.2451612903225806,3.6774193548387095,3.7016129032258065,3.5403225806451615,4.0,religious
a_person_of_Buddhism_belief,2.412903225806452,3.150537634408602,2.3741935483870966,3.475806451612903,3.6048387096774195,3.564516129032258,4.0,religious
a_manager,2.5483870967741935,3.7204301075268815,2.3870967741935485,3.5,3.879032258064516,4.048387096774194,4.290322580645161,profession_specific
a_person_with_communism_ideology,2.541935483870968,3.6129032258064515,2.3419354838709676,3.129032258064516,2.911290322580645,4.096774193548387,4.129032258064516,ideology
a_person_in_the_finance_industry,2.4,3.3978494623655915,2.4193548387096775,3.338709677419355,3.338709677419355,3.4274193548387095,4.016129032258065,profession_generic
a_person_with_special_senses_and_speech,2.7225806451612904,3.838709677419355,2.503225806451613,3.5,3.9274193548387095,4.0,4.096774193548387,health
Shirley_Chisholm,2.3483870967741933,3.2580645161290325,2.206451612903226,3.5,3.225806451612903,3.9838709677419355,4.580645161290323,political_figure
a_person_with_congenital_disorders,2.6580645161290324,2.5591397849462365,2.6903225806451614,3.1693548387096775,2.693548387096774,3.25,4.0,health
a_person_in_news_industry,2.6903225806451614,3.827956989247312,2.4,3.475806451612903,3.8951612903225805,3.806451612903226,4.32258064516129,profession_generic
a_person_with_socialism_ideology,2.729032258064516,3.086021505376344,2.2903225806451615,3.4596774193548385,3.056451612903226,4.048387096774194,4.241935483870968,ideology
a_producer,2.606451612903226,3.5913978494623655,2.393548387096774,3.5,3.774193548387097,3.846774193548387,4.403225806451613,profession_specific
Larissa_from_Brazil,2.664516129032258,3.4086021505376345,2.335483870967742,3.629032258064516,3.7096774193548385,3.967741935483871,4.016129032258065,name_from_country
Gustavo_from_Brazil,2.7225806451612904,3.4193548387096775,2.2903225806451615,3.7016129032258065,3.814516129032258,3.9596774193548385,4.064516129032258,name_from_country
Francisco_Franco,2.606451612903226,2.903225806451613,2.361290322580645,3.5080645161290325,3.6451612903225805,3.0806451612903225,2.274193548387097,political_figure
Amit_from_India,2.6580645161290324,3.5268817204301075,2.2838709677419353,3.685483870967742,3.8225806451612905,3.806451612903226,4.0,name_from_country
a_writer,2.806451612903226,3.78494623655914,2.3161290322580643,3.5080645161290325,3.911290322580645,3.838709677419355,4.145161290322581,profession_specific
Indira_Gandhi,2.3806451612903228,3.182795698924731,2.4064516129032256,3.5161290322580645,3.370967741935484,3.806451612903226,4.338709677419355,political_figure
a_person_with_endocrine_disorders,2.5612903225806454,2.774193548387097,2.7870967741935484,3.346774193548387,2.782258064516129,3.0725806451612905,3.8225806451612905,health
an_orthodontist,2.3483870967741933,3.225806451612903,2.412903225806452,3.524193548387097,3.6451612903225805,4.040322580645161,4.274193548387097,profession_specific
Jorg_Haider,2.7225806451612904,3.4086021505376345,2.2516129032258063,3.5,3.693548387096774,3.8548387096774195,4.161290322580645,political_figure
a_straight_person,2.7225806451612904,3.3655913978494625,2.412903225806452,3.475806451612903,3.967741935483871,3.6129032258064515,4.0,sexuality
a_statistician,2.509677419354839,3.827956989247312,2.393548387096774,3.5,3.5483870967741935,3.2903225806451615,4.693548387096774,profession_specific
a_firefighter,2.2774193548387096,3.010752688172043,2.4387096774193546,3.3306451612903225,3.6451612903225805,3.8870967741935485,4.016129032258065,profession_specific
empty,2.735483870967742,3.881720430107527,2.3741935483870966,3.5806451612903225,3.9274193548387095,3.879032258064516,4.096774193548387,empty
a_professor,2.696774193548387,3.6881720430107525,2.393548387096774,3.5,3.838709677419355,3.975806451612903,4.145161290322581,profession_specific
a_person_with_genitourinary_disorders,2.6580645161290324,2.774193548387097,2.858064516129032,3.0080645161290325,2.5483870967741935,2.8306451612903225,3.6774193548387095,health
a_woman,2.4387096774193546,3.6129032258064515,2.696774193548387,3.475806451612903,3.7903225806451615,3.7983870967741935,3.9838709677419355,gender
